Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
01/23/2021,"White, NH",Fully Vaccinated,Any,1.6,"36,269",,6,2,NULL
01/30/2021,"White, NH",Fully Vaccinated,Any,2.4,"36,343",,6,2,NULL
02/06/2021,"White, NH",Fully Vaccinated,Any,3.4,"36,388",,6,2,NULL
02/13/2021,"White, NH",Fully Vaccinated,Any,4.6,"36,311",,6,2,NULL
02/20/2021,"White, NH",Fully Vaccinated,Any,5.8,"36,277",,6,2,NULL
02/27/2021,"White, NH",Fully Vaccinated,Any,7,"36,327",,6,2,NULL
03/06/2021,"White, NH",Fully Vaccinated,Any,8.2,"36,320",,6,2,NULL
03/13/2021,"White, NH",Fully Vaccinated,Any,9.8,"36,264",,6,2,NULL
03/20/2021,"White, NH",Fully Vaccinated,Any,11.7,"36,131",,6,2,NULL
03/27/2021,"White, NH",Fully Vaccinated,Any,14.3,"36,022",,6,2,NULL
04/03/2021,"White, NH",Fully Vaccinated,Any,16.9,"35,916",,6,2,NULL
04/10/2021,"White, NH",Fully Vaccinated,Any,20.2,"35,809",,6,2,NULL
04/17/2021,"White, NH",Fully Vaccinated,Any,24,"35,760",,6,2,NULL
04/24/2021,"White, NH",Fully Vaccinated,Any,28,"35,609",,6,2,NULL
05/01/2021,"White, NH",Fully Vaccinated,Any,31.1,"35,536",,6,2,NULL
05/08/2021,"White, NH",Fully Vaccinated,Any,34.1,"35,446",,6,2,NULL
05/15/2021,"White, NH",Fully Vaccinated,Any,36.5,"35,321",,6,2,NULL
05/22/2021,"White, NH",Fully Vaccinated,Any,38.5,"35,286",,6,2,NULL
05/29/2021,"White, NH",Fully Vaccinated,Any,40.4,"35,209",,6,2,NULL
06/05/2021,"White, NH",Fully Vaccinated,Any,41.8,"35,078",,6,2,NULL
06/12/2021,"White, NH",Fully Vaccinated,Any,43.1,"34,970",,6,2,NULL
06/19/2021,"White, NH",Fully Vaccinated,Any,44.4,"34,856",,6,2,NULL
06/26/2021,"White, NH",Fully Vaccinated,Any,45.4,"34,837",,6,2,NULL
07/03/2021,"White, NH",Fully Vaccinated,Any,46.4,"34,759",,6,2,NULL
07/10/2021,"White, NH",Fully Vaccinated,Any,47.5,"34,652",,6,2,NULL
07/17/2021,"White, NH",Fully Vaccinated,Any,48.3,"34,569",,6,2,NULL
07/24/2021,"White, NH",Fully Vaccinated,Any,49.1,"34,504",,6,2,NULL
07/31/2021,"White, NH",Fully Vaccinated,Any,49.9,"34,387",,6,2,NULL
08/07/2021,"White, NH",Fully Vaccinated,Any,50.8,"34,274",,6,2,NULL
08/14/2021,"White, NH",Fully Vaccinated,Any,51.8,"34,191",,6,2,NULL
08/21/2021,"White, NH",Fully Vaccinated,Any,52.9,"34,125",,6,2,NULL
08/28/2021,"White, NH",Fully Vaccinated,Any,54.1,"34,021",,6,2,NULL
09/04/2021,"White, NH",Fully Vaccinated,Any,55.3,"33,936",,6,2,NULL
09/11/2021,"White, NH",Fully Vaccinated,Any,56.5,"33,774",,6,2,NULL
09/18/2021,"White, NH",Fully Vaccinated,Any,57.9,"33,771",,6,2,NULL
09/25/2021,"White, NH",Fully Vaccinated,Any,59.3,"33,581",,6,2,NULL
10/02/2021,"White, NH",Fully Vaccinated,Any,60.4,"33,481",,6,2,NULL
10/09/2021,"White, NH",Fully Vaccinated,Any,61.4,"33,375",,6,2,NULL
10/16/2021,"White, NH",Fully Vaccinated,Any,62.1,"33,292",,6,2,NULL
10/23/2021,"White, NH",Fully Vaccinated,Any,62.7,"33,160",,6,2,NULL
10/30/2021,"White, NH",Fully Vaccinated,Any,63.2,"33,099",,6,2,NULL
11/06/2021,"White, NH",Fully Vaccinated,Any,63.9,"33,041",,6,2,NULL
11/13/2021,"White, NH",Fully Vaccinated,Any,64.3,"33,045",,6,2,NULL
11/20/2021,"White, NH",Fully Vaccinated,Any,64.7,"32,969",,6,2,NULL
11/27/2021,"White, NH",Fully Vaccinated,Any,64.9,"32,971",,6,2,NULL
12/04/2021,"White, NH",Fully Vaccinated,Any,65.2,"33,028",,6,2,NULL
12/11/2021,"White, NH",Fully Vaccinated,Any,65.5,"32,974",,6,2,NULL
12/18/2021,"White, NH",Fully Vaccinated,Any,65.7,"32,991",,6,2,NULL
12/25/2021,"White, NH",Fully Vaccinated,Any,65.9,"32,960",,6,2,NULL
01/01/2022,"White, NH",Fully Vaccinated,Any,66.3,"33,022",,6,2,NULL
01/08/2022,"White, NH",Fully Vaccinated,Any,66.6,"32,927",,6,2,NULL
01/15/2022,"White, NH",Fully Vaccinated,Any,66.7,"32,848",,6,2,NULL
01/22/2022,"White, NH",Fully Vaccinated,Any,66.9,"32,814",,6,2,NULL
01/29/2022,"White, NH",Fully Vaccinated,Any,67.2,"32,800",,6,2,NULL
02/05/2022,"White, NH",Fully Vaccinated,Any,67.4,"32,807",,6,2,NULL
02/12/2022,"White, NH",Fully Vaccinated,Any,67.5,"32,788",,6,2,NULL
02/19/2022,"White, NH",Fully Vaccinated,Any,67.6,"32,647",,6,2,NULL
02/26/2022,"White, NH",Fully Vaccinated,Any,67.7,"32,663",,6,2,NULL
03/05/2022,"White, NH",Fully Vaccinated,Any,67.7,"32,581",,6,2,NULL
03/12/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,435",,6,2,NULL
03/19/2022,"White, NH",Fully Vaccinated,Any,67.9,"32,375",,6,2,NULL
03/26/2022,"White, NH",Fully Vaccinated,Any,67.9,"32,303",,6,2,NULL
04/02/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,269",,6,2,NULL
04/09/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,225",,6,2,NULL
04/16/2022,"White, NH",Fully Vaccinated,Any,67.9,"32,228",,6,2,NULL
04/23/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,155",,6,2,NULL
04/30/2022,"White, NH",Fully Vaccinated,Any,67.9,"32,170",,6,2,NULL
05/07/2022,"White, NH",Fully Vaccinated,Any,67.9,"32,059",,6,2,NULL
05/14/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,977",,6,2,NULL
05/21/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,955",,6,2,NULL
05/28/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,857",,6,2,NULL
06/04/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,712",,6,2,NULL
06/11/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,629",,6,2,NULL
06/18/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,633",,6,2,NULL
06/25/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,640",,6,2,NULL
07/02/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,661",,6,2,NULL
07/09/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,667",,6,2,NULL
07/16/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,764",,6,2,NULL
07/23/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,685",,6,2,NULL
07/30/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,662",,6,2,NULL
08/06/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,757",,6,2,NULL
08/13/2022,"White, NH",Fully Vaccinated,Any,67.8,"31,756",,6,2,NULL
08/20/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,830",,6,2,NULL
08/27/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,841",,6,2,NULL
09/03/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,817",,6,2,NULL
09/10/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,778",,6,2,NULL
09/17/2022,"White, NH",Fully Vaccinated,Any,67.6,"31,840",,6,2,NULL
09/24/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,922",,6,2,NULL
10/01/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,930",,6,2,NULL
10/08/2022,"White, NH",Fully Vaccinated,Any,67.7,"31,977",,6,2,NULL
10/15/2022,"White, NH",Fully Vaccinated,Any,67.7,"32,172",,6,2,NULL
10/22/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,433",,6,2,NULL
10/29/2022,"White, NH",Fully Vaccinated,Any,67.8,"32,730",,6,2,NULL
11/05/2022,"White, NH",Fully Vaccinated,Any,68,"32,843",,6,2,NULL
11/12/2022,"White, NH",Fully Vaccinated,Any,68,"32,844",,6,2,NULL
11/19/2022,"White, NH",Fully Vaccinated,Any,68.1,"32,917",,6,2,NULL
11/26/2022,"White, NH",Fully Vaccinated,Any,68.1,"32,758",,6,2,NULL
12/03/2022,"White, NH",Fully Vaccinated,Any,68,"32,747",,6,2,NULL
12/10/2022,"White, NH",Fully Vaccinated,Any,68.1,"32,540",,6,2,NULL
12/17/2022,"White, NH",Fully Vaccinated,Any,68,"32,477",,6,2,NULL
12/24/2022,"White, NH",Fully Vaccinated,Any,68,"32,339",,6,2,NULL
12/31/2022,"White, NH",Fully Vaccinated,Any,68.1,"32,248",,6,2,NULL
01/07/2023,"White, NH",Fully Vaccinated,Any,68,"32,259",,6,2,NULL
01/14/2023,"White, NH",Fully Vaccinated,Any,68,"32,223",,6,2,NULL
01/21/2023,"White, NH",Fully Vaccinated,Any,68,"32,134",,6,2,NULL
01/28/2023,"White, NH",Fully Vaccinated,Any,67.9,"32,040",,6,2,NULL
02/04/2023,"White, NH",Fully Vaccinated,Any,68,"31,929",,6,2,NULL
02/11/2023,"White, NH",Fully Vaccinated,Any,68,"31,855",,6,2,NULL
02/18/2023,"White, NH",Fully Vaccinated,Any,68,"31,728",,6,2,NULL
02/25/2023,"White, NH",Fully Vaccinated,Any,68,"31,496",,6,2,NULL
03/04/2023,"White, NH",Fully Vaccinated,Any,68,"31,259",,6,2,NULL
03/11/2023,"White, NH",Fully Vaccinated,Any,68,"30,985",,6,2,NULL
03/18/2023,"White, NH",Fully Vaccinated,Any,68,"30,691",,6,2,NULL
03/25/2023,"White, NH",Fully Vaccinated,Any,68.1,"30,290",,6,2,NULL
04/01/2023,"White, NH",Fully Vaccinated,Any,68.1,"29,817",,6,2,NULL
04/08/2023,"White, NH",Fully Vaccinated,Any,68,"29,305",,6,2,NULL
04/15/2023,"White, NH",Fully Vaccinated,Any,68,"28,612",,6,2,NULL
04/22/2023,"White, NH",Fully Vaccinated,Any,68,"27,772",,6,2,NULL
04/29/2023,"White, NH",Fully Vaccinated,Any,68.1,"26,849",,6,2,NULL
05/06/2023,"White, NH",Fully Vaccinated,Any,68,"25,922",,6,2,NULL
05/13/2023,"White, NH",Fully Vaccinated,Any,67.9,"24,880",,6,2,NULL
05/20/2023,"White, NH",Fully Vaccinated,Any,67.8,"23,943",,6,2,NULL
05/27/2023,"White, NH",Fully Vaccinated,Any,67.7,"22,974",,6,2,NULL
06/03/2023,"White, NH",Fully Vaccinated,Any,67.7,"22,085",,6,2,NULL
02/19/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.1,"102,158",,1,1,2
02/26/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.9,"102,250",,1,1,2
03/05/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.8,"102,305",,1,1,2
03/12/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,"102,234",,1,1,2
03/19/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,"102,132",,1,1,2
03/26/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,"102,044",,1,1,2
04/02/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,"101,916",,1,1,2
04/09/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,"101,836",,1,1,2
04/16/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,"101,844",,1,1,2
04/23/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,"101,838",,1,1,2
04/30/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,"101,818",,1,1,2
05/07/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,"101,806",,1,1,2
05/14/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,"101,657",,1,1,2
05/21/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,"101,596",,1,1,2
05/28/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,"101,453",,1,1,2
06/04/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.1,"101,248",,1,1,2
06/11/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1,"101,227",,1,1,2
06/18/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,"101,178",,1,1,2
06/25/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,"101,270",,1,1,2
07/02/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.8,"101,364",,1,1,2
07/09/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,"101,381",,1,1,2
07/16/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,"101,607",,1,1,2
07/23/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,"101,548",,1,1,2
07/30/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,"101,475",,1,1,2
08/06/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,"101,515",,1,1,2
08/13/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.5,"101,408",,1,1,2
08/20/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.5,"101,419",,1,1,2
08/27/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,"101,347",,1,1,2
09/03/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,"101,149",,1,1,2
09/10/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,"100,842",,1,1,2
09/17/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,"100,832",,1,1,2
09/24/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,"100,885",,1,1,2
10/01/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,"100,903",,1,1,2
10/08/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,"101,037",,1,1,2
10/15/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,"101,436",,1,1,2
10/22/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,"101,932",,1,1,2
10/29/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,400",,1,1,2
11/05/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,759",,1,1,2
11/12/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,937",,1,1,2
11/19/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"103,142",,1,1,2
11/26/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,794",,1,1,2
12/03/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,932",,1,1,2
12/10/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,461",,1,1,2
12/17/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,445",,1,1,2
12/24/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,294",,1,1,2
12/31/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,"102,051",,1,1,2
01/07/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"102,268",,1,1,2
01/14/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"102,234",,1,1,2
01/21/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"102,047",,1,1,2
01/28/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"101,871",,1,1,2
02/04/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"101,644",,1,1,2
02/11/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"101,282",,1,1,2
02/18/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"100,858",,1,1,2
02/25/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"100,257",,1,1,2
03/04/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"99,665",,1,1,2
03/11/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"98,855",,1,1,2
03/18/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"97,960",,1,1,2
03/25/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"96,831",,1,1,2
04/01/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"95,338",,1,1,2
04/08/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"93,718",,1,1,2
04/15/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"91,606",,1,1,2
04/22/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"89,003",,1,1,2
04/29/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"86,174",,1,1,2
05/06/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"83,188",,1,1,2
05/13/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"79,925",,1,1,2
05/20/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"76,756",,1,1,2
05/27/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"73,590",,1,1,2
06/03/2023,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,"70,671",,1,1,2
01/09/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,"103,890",,1,1,1
01/16/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,"104,250",,1,1,1
01/23/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.1,"104,326",,1,1,1
01/30/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.2,"104,623",,1,1,1
02/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.4,"104,946",,1,1,1
02/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.6,"104,927",,1,1,1
02/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.9,"105,005",,1,1,1
02/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.2,"105,186",,1,1,1
03/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.6,"105,374",,1,1,1
03/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.9,"105,426",,1,1,1
03/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.4,"105,416",,1,1,1
03/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.9,"105,411",,1,1,1
04/03/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,3.5,"105,268",,1,1,1
04/10/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,4.2,"105,282",,1,1,1
04/17/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5,"105,334",,1,1,1
04/24/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5.9,"105,124",,1,1,1
05/01/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,6.9,"105,018",,1,1,1
05/08/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,7.9,"104,992",,1,1,1
05/15/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,9,"104,992",,1,1,1
05/22/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,10.3,"105,044",,1,1,1
05/29/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,11.7,"104,914",,1,1,1
06/05/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,13.1,"104,718",,1,1,1
06/12/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,14.6,"104,721",,1,1,1
06/19/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,16,"104,629",,1,1,1
06/26/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,17.4,"104,633",,1,1,1
07/03/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,18.9,"104,400",,1,1,1
07/10/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,20.4,"104,178",,1,1,1
07/17/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,21.9,"104,033",,1,1,1
07/24/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,23.3,"103,905",,1,1,1
07/31/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,24.7,"103,746",,1,1,1
08/07/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,26.2,"103,612",,1,1,1
08/14/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,27.7,"103,349",,1,1,1
08/21/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,29.2,"103,173",,1,1,1
08/28/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,30.6,"102,762",,1,1,1
09/04/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,32.1,"102,509",,1,1,1
09/11/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,33.7,"102,196",,1,1,1
09/18/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,35.2,"102,038",,1,1,1
09/25/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,36.9,"101,757",,1,1,1
10/02/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,38.6,"101,559",,1,1,1
10/09/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,40.2,"101,430",,1,1,1
10/16/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,41.9,"101,314",,1,1,1
10/23/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,43.5,"101,246",,1,1,1
10/30/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,45.1,"101,207",,1,1,1
11/06/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,46.8,"101,361",,1,1,1
11/13/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,48.3,"101,487",,1,1,1
11/20/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,49.9,"101,537",,1,1,1
11/27/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,51.3,"101,778",,1,1,1
12/04/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,52.7,"102,108",,1,1,1
12/11/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,54,"101,925",,1,1,1
12/18/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,55.4,"102,046",,1,1,1
12/25/2021,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,56.7,"101,941",,1,1,1
01/01/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,57.9,"102,144",,1,1,1
01/08/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,59,"102,176",,1,1,1
01/15/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,60,"102,140",,1,1,1
01/22/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,61,"102,076",,1,1,1
01/29/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,61.9,"102,185",,1,1,1
02/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,62.8,"102,404",,1,1,1
02/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,63.5,"102,318",,1,1,1
02/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.1,"102,158",,1,1,1
02/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.7,"102,250",,1,1,1
03/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.1,"102,305",,1,1,1
03/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.6,"102,234",,1,1,1
03/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66,"102,132",,1,1,1
03/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.4,"102,044",,1,1,1
04/02/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.7,"101,916",,1,1,1
04/09/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67,"101,836",,1,1,1
04/16/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.3,"101,844",,1,1,1
04/23/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.6,"101,838",,1,1,1
04/30/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.9,"101,818",,1,1,1
05/07/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.2,"101,806",,1,1,1
05/14/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.4,"101,657",,1,1,1
05/21/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.7,"101,596",,1,1,1
05/28/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69,"101,453",,1,1,1
06/04/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.2,"101,248",,1,1,1
06/11/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.5,"101,227",,1,1,1
06/18/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.6,"101,178",,1,1,1
06/25/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.8,"101,270",,1,1,1
07/02/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.9,"101,364",,1,1,1
07/09/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70,"101,381",,1,1,1
07/16/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.1,"101,607",,1,1,1
07/23/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.2,"101,548",,1,1,1
07/30/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.3,"101,475",,1,1,1
08/06/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,"101,515",,1,1,1
08/13/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,"101,408",,1,1,1
08/20/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,"101,419",,1,1,1
08/27/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.5,"101,347",,1,1,1
09/03/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.6,"101,149",,1,1,1
09/10/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.6,"100,842",,1,1,1
09/17/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,"100,832",,1,1,1
09/24/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,"100,885",,1,1,1
